Iteration,Best Fitness,AVG Fitness,Worst Fitness,Prey Conflicts,Prey Total Color,Worst Conflicts,Worst Total Color
303,64.800000,52.323000,44.200000,1,5,24,4
304,64.800000,53.123000,44.200000,1,5,24,4
305,64.800000,52.806000,44.100000,1,5,24,5
306,64.800000,51.989000,39.800000,1,5,29,3
307,64.800000,52.522000,42.300000,1,5,26,5
308,64.800000,52.467000,41.400000,1,5,27,5
309,64.800000,52.340000,44.200000,1,5,24,4
310,64.800000,52.705000,46.800000,1,5,21,5
311,64.800000,52.600000,42.400000,1,5,26,4
312,64.800000,52.498000,44.100000,1,5,24,5
313,64.800000,52.826000,45.100000,1,5,23,4
314,64.800000,52.218000,44.100000,1,5,24,5
315,64.800000,53.218000,44.200000,1,5,24,4
316,64.800000,52.295000,37.900000,1,5,31,4
317,64.800000,52.360000,46.000000,1,5,22,4
318,64.800000,51.719000,42.300000,1,5,26,5
319,64.800000,52.584000,42.300000,1,5,26,5
320,64.800000,52.574000,42.300000,1,5,26,5
321,64.800000,52.199000,43.300000,1,5,25,4
322,64.800000,52.179000,45.000000,1,5,23,5
323,64.800000,52.410000,45.900000,1,5,22,5
324,64.800000,52.172000,41.500000,1,5,27,4
325,64.800000,52.319000,36.000000,1,5,33,5
326,64.800000,52.763000,43.200000,1,5,25,5
327,64.800000,52.410000,43.200000,1,5,25,5
328,64.800000,51.818000,42.400000,1,5,26,4
329,64.800000,52.817000,44.100000,1,5,24,5
330,64.800000,52.577000,45.000000,1,5,23,5
331,64.800000,52.537000,43.300000,1,5,25,4
332,64.800000,52.607000,44.200000,1,5,24,4
333,64.800000,52.404000,45.100000,1,5,23,4
334,64.800000,52.421000,43.200000,1,5,25,5
335,64.800000,52.413000,42.400000,1,5,26,4
336,64.800000,52.393000,42.300000,1,5,26,5
337,64.800000,52.363000,40.600000,1,5,28,4
338,64.800000,52.419000,42.300000,1,5,26,5
339,64.800000,52.573000,45.000000,1,5,23,5
340,64.800000,53.014000,41.400000,1,5,27,5
341,64.800000,52.142000,43.300000,1,5,25,4
342,64.800000,52.001000,45.000000,1,5,23,5
343,64.800000,53.172000,45.000000,1,5,23,5
344,64.800000,52.593000,44.100000,1,5,24,5
345,64.800000,51.971000,41.500000,1,5,27,4
346,64.800000,52.854000,45.900000,1,5,22,5
347,64.800000,52.610000,39.600000,1,5,29,5
348,64.800000,52.517000,43.200000,1,5,25,5
349,64.800000,52.001000,41.500000,1,5,27,4
350,64.800000,52.908000,43.200000,1,5,25,5
351,64.800000,52.123000,45.000000,1,5,23,5
352,64.800000,52.269000,43.200000,1,5,25,5
353,64.800000,52.899000,42.300000,1,5,26,5
354,64.800000,51.877000,41.500000,1,5,27,4
355,64.800000,52.747000,40.600000,1,5,28,4
356,64.800000,52.205000,42.300000,1,5,26,5
357,64.800000,52.615000,44.100000,1,5,24,5
358,64.800000,52.326000,34.300000,1,5,35,4
359,64.800000,51.950000,42.300000,1,5,26,5
360,64.800000,51.947000,41.500000,1,5,27,4
361,64.800000,52.879000,42.300000,1,5,26,5
362,64.800000,52.361000,45.100000,1,5,23,4
363,64.800000,52.569000,42.300000,1,5,26,5
364,64.800000,53.446000,43.300000,1,5,25,4
365,64.800000,52.465000,42.300000,1,5,26,5
366,64.800000,52.359000,42.400000,1,5,26,4
367,64.800000,52.506000,41.400000,1,5,27,5
368,64.800000,53.004000,44.100000,1,5,24,5
369,64.800000,52.737000,42.300000,1,5,26,5
370,64.800000,51.689000,41.400000,1,5,27,5
371,64.800000,52.135000,41.500000,1,5,27,4
372,64.800000,52.546000,42.300000,1,5,26,5
373,64.800000,52.331000,44.100000,1,5,24,5
374,64.800000,52.357000,41.400000,1,5,27,5
375,64.800000,51.908000,45.900000,1,5,22,5
376,64.800000,52.444000,43.200000,1,5,25,5
377,64.800000,52.958000,39.700000,1,5,29,4
378,64.800000,52.175000,44.100000,1,5,24,5
379,64.800000,52.889000,43.200000,1,5,25,5
380,64.800000,52.351000,43.200000,1,5,25,5
381,64.800000,52.239000,44.100000,1,5,24,5
382,64.800000,52.405000,43.200000,1,5,25,5
383,64.800000,52.769000,43.200000,1,5,25,5
